restaurantID,cuisineName
17316201,Sushi
17316201,Thai
17316208,Chinese
17316389,American
17316389,Italian
17316389,Pizza
17316278,Indian
17316744,Burger
17316751,American
17316751,Breakfast
17316751,Burger
17316766,Breakfast
17316766,Diner
17316743,American
17316743,International
17316743,Sushi
17316374,Pizza
17316381,International
17316802,American
17316802,Breakfast
17316416,Mediterranean
17316416,Tapas
17316416,Vegetarian
17316449,BBQ
17316603,Pizza
17316603,Sandwich
16659169,Japanese
16659169,Sushi
17558684,American
17558684,Breakfast
17558684,Desserts
18366580,Asian
18366580,Japanese
17330755,Asian
17330755,Vietnamese
17330611,American
17330611,Seafood
17330611,Cajun
17330609,American
17330024,Burger
17330024,BarFood
17330024,Southern
17330074,Pizza
17330074,BarFood
17330185,Japanese
17330185,Steak
17330397,Breakfast
17330397,Diner
17330397,Southern
17330735,Japanese
17330735,Steak
17330735,Sushi
17330676,Japanese
17330676,Sushi
17330676,Thai
17330048,Seafood
17330048,Steak
17330048,Vegetarian
17330604,Steak
17330087,Chinese
17330137,BBQ
17330137,Southern
17330155,Italian
17330155,Pizza
17330309,Pizza
17330311,American
17330311,Tapas
17330615,Asian
17330615,Chinese
17330638,American
17330628,Italian
17330628,Mediterranean
17330628,Pizza
17330546,American
17330546,Seafood
17330546,Steak
16643459,Chinese
16643459,Canadian
17334434,American
17334434,BBQ
17334434,Southern
17334348,Desserts
17334348,Sandwich
17334213,BBQ
17334355,Mexican
17334355,Tex-Mex
17334212,BBQ
17334212,Breakfast
17334212,Southern
17333797,American
17334217,Japanese
17334217,Sushi
17334273,Mexican
17334254,Italian
17333836,American
17333836,Burger
17334197,FastFood
17333882,Mexican
17334211,American
17334211,Japanese
17334211,Sushi
17334390,Japanese
17334034,Thai
17334414,Desserts
17334414,Sandwich
17334082,BBQ
17334364,American
17334364,Diner
17334364,Southern
17334398,American
17334398,BBQ
17334398,Southern
17334219,Italian
17334219,Pizza
17335173,Indian
17335173,Mediterranean
17335173,MiddleEastern
17335195,Sushi
17335195,Teriyaki
17335225,Burger
17335225,Pizza
17335219,American
17335219,Breakfast
17335219,Greek
17334965,Italian
17335189,American
17335189,Breakfast
17335156,Asian
17334717,FastFood
17334752,American
17334752,French
18453427,American
18453427,BarFood
18453427,BBQ
17793744,Mexican
17334679,Mexican
17334718,Chinese
17334763,Thai
17335158,American
17334782,American
17334846,Mexican
17334853,American
17335168,Japanese
17335168,Sushi
17334958,American
17334958,BBQ
17334958,Steak
17258496,BBQ
17258496,Burger
17258496,Desserts
17259395,American
17259395,CoffeeandTea
17258350,BBQ
17258350,Caribbean
17258350,Cajun
17258136,Asian
17258136,Sushi
17258136,Thai
17258522,Asian
17258522,Chinese
17259958,LatinAmerican
17259958,Mexican
17258036,Italian
17258036,Pizza
17259368,Chinese
17259368,Pizza
17257684,Asian
17257684,Vegetarian
17257684,Vietnamese
17257684,BubbleTea
17258154,American
17258154,Pizza
17258154,BarFood
17259340,French
17259243,Japanese
17259243,Sushi
17259625,Burger
17259625,Desserts
17259625,Vegetarian
17259169,American
17259169,Italian
17259166,Chinese
17259335,Breakfast
17259335,Mexican
17259335,Southwestern
17259248,American
17259248,BBQ
17258552,American
17258552,Breakfast
17259550,LatinAmerican
17259200,Seafood
17259200,Sushi
16615894,CoffeeandTea
16615894,Tea
16615894,ModernAustralian
17342816,Breakfast
17342498,Seafood
17342648,Mexican
17342781,American
17342781,BBQ
17342781,Seafood
17342799,Italian
17342772,American
17342772,Burger
17342772,Sandwich
17342771,Mexican
17342548,Desserts
17342548,Pizza
17342548,IceCream
17342556,American
17342556,Burger
17342811,Japanese
17342811,Steak
17342811,Sushi
17342576,American
17342576,Burger
17342770,International
17342770,Pizza
17342585,Mexican
17342494,Breakfast
17342494,Pizza
17342594,American
17342594,Italian
17342625,American
17342652,Italian
17342652,Pizza
17342665,American
17342665,Breakfast
17342665,Burger
17342810,American
17342810,Burger
17342810,Pizza
17342810,Cafe
17342775,American
17342775,Seafood
17342775,Steak
16612028,Cafe
17536645,Mexican
16613507,Tea
16613507,ModernAustralian
16607969,Cafe
16607969,Australian
17374405,American
17374405,Sandwich
17374405,Seafood
17375060,BBQ
17375060,Burger
17375060,Seafood
17375164,American
17375164,Burger
17375164,Cajun
17375078,BBQ
17375049,Chinese
17375049,Japanese
17375049,Thai
17375077,BarFood
17375077,Seafood
17375077,Vegetarian
17375141,Seafood
17375198,American
17375198,Southern
17375180,BBQ
17375180,Sandwich
17375072,Sandwich
17375072,Seafood
17375072,Cajun
17375047,Thai
17375074,BBQ
17374921,American
17374921,European
17374921,Sandwich
17374819,Southern
17375089,American
17375089,Southern
17375214,German
17374951,German
17374951,IceCream
17374978,Burger
17374978,German
17374978,Sandwich
17375104,Italian
17375104,Pizza
17375104,Sandwich
16604358,Cafe
16604358,CoffeeandTea
16604358,ModernAustralian
16604896,Italian
16604896,Fusion
16604896,Cafe
16612550,Breakfast
16612550,ModernAustralian
16606299,Burger
16606299,CoffeeandTea
16606299,ModernAustralian
16605794,Breakfast
16605794,CoffeeandTea
17557488,Burger
17557488,Desserts
17557488,Sandwich
17452342,Thai
16611498,Breakfast
16611498,CoffeeandTea
17842104,Cafe
17501291,CoffeeandTea
17501291,Cuban
17501291,LatinAmerican
17500759,Pizza
17500759,Sandwich
17500767,Seafood
17500819,Chinese
17500819,Thai
17500911,Burger
17500911,Desserts
17500911,BarFood
17501439,French
17501439,Japanese
17501439,Desserts
17501279,American
17501279,Seafood
17500695,Steak
17501298,Desserts
17501298,Greek
17501298,Sandwich
17500847,European
17500847,Italian
17500847,Mediterranean
17500872,Greek
17500872,Mediterranean
17500872,Vegetarian
17501315,American
17501315,Chinese
17501315,Sushi
17501201,Italian
17501247,Japanese
17501247,Sushi
17501247,Thai
17501281,Pizza
17501281,Sandwich
17501281,Vegetarian
17501143,Mexican
17501292,American
17501292,Greek
17501292,Seafood
17501308,BBQ
17501301,Japanese
17501301,Sushi
17501301,Thai
17501268,Japanese
17501268,Steak
17501268,Sushi
16611701,Asian
17482142,Breakfast
17482142,Burger
16609169,BarFood
16609169,ModernAustralian
17606621,French
17606621,Japanese
17606621,Desserts
17687832,Italian
17687832,Pizza
16613059,CoffeeandTea
16613059,ModernAustralian
17534788,American
17534788,International
17534788,Southwestern
17061237,Spanish
17061237,Tapas
17057397,Hawaiian
17058534,American
17058534,Sandwich
17058534,Salad
17060320,Irish
17057925,NewAmerican
17057925,Tapas
17060869,Brazilian
17060869,Steak
17057591,Caribbean
17059541,Italian
17064266,Asian
17064266,Thai
17064405,Asian
17064405,LatinAmerican
17064405,Vegetarian
17060516,American
17059012,German
17061296,American
17061296,Sandwich
17061296,Tea
17061205,American
17061205,BBQ
17061205,Sandwich
17064031,Cajun
17066603,Southern
17066603,Cajun
17066603,SoulFood
17057797,Mediterranean
17057797,Turkish
17061253,American
17061253,Breakfast
17061253,Vegetarian
17061231,PubFood
16613649,Mediterranean
16613649,Seafood
18255631,ModernAustralian
16608483,Cafe
16608483,CoffeeandTea
16608483,Sandwich
17580453,Mexican
17580453,Southwestern
17580453,Tex-Mex
17580142,Burger
17580142,BarFood
17580142,Steak
17580160,Italian
17580160,Pizza
17580160,Sandwich
17580349,Asian
17580349,Vietnamese
17580412,Italian
17580412,Pizza
17580412,Seafood
17580590,Tapas
17580704,Burger
17580704,BarFood
17579928,LatinAmerican
17579928,Mexican
17579928,Southwestern
17579992,Seafood
17579992,Sushi
17580030,European
17580030,International
17580030,Tapas
17580074,Japanese
17580074,Sushi
17580020,American
17580020,Seafood
17580020,Sushi
17580350,Italian
17580350,Mediterranean
17580350,Pizza
17580408,Seafood
17579653,Caribbean
17579653,Seafood
17579653,Steak
17580476,Breakfast
17580476,Burger
17580422,Burger
17580422,Sandwich
17580422,Seafood
17580539,Caribbean
17580539,Seafood
17580511,Greek
17580021,Sandwich
17580021,Seafood
17580021,Cajun
16604370,Breakfast
16604370,CoffeeandTea
16604370,ModernAustralian
17582467,Burger
17582467,FastFood
17582668,American
17582668,BBQ
17582668,Steak
17582498,Asian
17582498,Thai
17582499,Pizza
17582499,BarFood
17582522,Italian
17582522,Pizza
17582522,Sandwich
17582524,American
17582524,Breakfast
17582527,Chinese
17582551,CoffeeandTea
17582551,Sandwich
17582558,Pizza
17582558,Sandwich
17582560,American
17582560,Greek
17582677,Burger
17582677,Pizza
17582677,Sandwich
17582670,American
17582670,Pizza
17582625,American
17582625,Seafood
17582625,Steak
17582627,Mexican
17582700,Asian
17582700,Sushi
17582700,Vegetarian
17582664,Indian
17582664,International
17582664,Vegetarian
17582682,Desserts
17582682,Thai
17582669,NewAmerican
18491935,Indian
18491935,Persian
17582546,Mexican
17629582,American
17629582,BBQ
17629582,Burger
17211719,Seafood
17144717,Seafood
17143970,American
17143970,Pizza
17143970,BarFood
17144991,Seafood
17142519,American
17142519,Hawaiian
17145408,Burger
17143336,Japanese
17143336,Seafood
17143336,Sushi
17145077,Asian
17141447,Asian
17141447,Breakfast
17141447,Hawaiian
17142096,Breakfast
17142096,Burger
17142297,Hawaiian
17142297,Seafood
17142297,Steak
17142535,Hawaiian
17142535,Seafood
17142535,Steak
17142792,Hawaiian
17142792,Seafood
17145495,Japanese
17143950,American
17143950,Asian
17143950,Burger
17142747,American
17141990,Hawaiian
17141990,Seafood
17141990,Steak
17144732,Breakfast
17143282,Asian
17143282,European
17143282,Seafood
17143705,American
17143705,Breakfast
17143705,Hawaiian
17615915,Southern
17616487,Burger
17615924,Desserts
17615924,Sandwich
17615924,IceCream
17615979,American
17615979,Southern
17616266,International
17616266,Mediterranean
17616266,Sandwich
17615976,American
17615976,BarFood
17615976,Sandwich
17616025,American
17616025,Seafood
17616025,Steak
17615597,American
17615597,Breakfast
17615740,American
17615740,BarFood
17616203,Breakfast
17616203,Vegetarian
17616590,American
17616590,Breakfast
17615855,Breakfast
17615855,Cajun
17616348,Breakfast
17616348,Diner
17616348,Sandwich
17616368,CoffeeandTea
17616368,Desserts
17616400,Pizza
17616400,Seafood
17616400,Steak
17616076,Cafe
17616076,Sandwich
17616076,Southern
17616205,American
17616205,Seafood
17616205,Southern
17616222,American
17616295,Seafood
18483372,Chinese
18483372,Continental
18483372,Singaporean
18484349,American
18484349,Steak
18496057,French
18496057,Mediterranean
18496057,European
18483389,American
18483222,French
18483085,French
18484423,Bakery
18483714,Italian
18485469,Italian
18485469,French
18485469,Bakery
18485469,Cafe
18479690,American
18479690,Japanese
18479690,Singaporean
18483224,Cafe
18493989,Singaporean
18493989,Chinese
18493989,Seafood
18493989,Malay
18493989,Indian
18484464,Asian
18484464,Continental
18484464,Seafood
18483051,Chinese
18483051,Seafood
18483051,Cantonese
18483051,DimSum
18482983,Singaporean
18482983,Australian
18482983,German
18479742,Western
18479742,Fusion
18479742,FastFood
18482938,American
18482938,Mexican
18483082,American
18483082,Bakery
18483082,European
18483082,Burger
18483082,Fusion
18483446,FingerFood
18483252,Cafe
18483252,Spanish
18483252,Turkish
18483252,Greek
17621616,Burger
17621616,Seafood
17621616,Steak
17621696,American
17621696,Pizza
17621696,BarFood
17621744,Asian
17621744,Vegetarian
17621744,Vietnamese
17621759,BBQ
17621763,Japanese
17621763,Sushi
17621780,Asian
17621780,Chinese
17621781,Chinese
17621788,Pizza
17621793,Burger
17621796,American
17621796,Desserts
17621796,Diner
17621831,American
17621832,American
17621832,FastFood
17621833,American
17621833,Seafood
17621833,Steak
17621834,Mexican
17621869,Caribbean
17621869,Mexican
17621869,Cajun
17621960,Japanese
17621960,Steak
17621960,Sushi
17621746,Asian
17621746,Thai
17621746,Vegetarian
17621755,Pizza
17621946,Italian
17621552,American
17621552,Seafood
17621552,Steak
17096140,BBQ
17096140,Caribbean
17096140,Seafood
17099925,LatinAmerican
17099925,Mexican
17099925,Southwestern
17092257,American
17092257,Italian
17092257,Seafood
17092799,Spanish
17092799,Tapas
17095222,British
17095222,BarFood
17095222,Sandwich
17092293,American
17092293,Desserts
17092293,Steak
17102241,Breakfast
17102579,International
17092801,Breakfast
17092801,Spanish
17092801,Tapas
17093273,American
17093273,Burger
17096198,American
17096198,Seafood
17096198,Steak
17095098,Italian
17095098,Deli
17093135,Sandwich
17093135,Seafood
17093135,Steak
17095236,European
17095236,German
17095979,Breakfast
17095979,Mexican
17099856,Desserts
17099856,BarFood
17100307,International
17100307,Italian
17100307,Southern
17093600,Mexican
17093600,Vegetarian
17100547,Seafood
17100547,Steak
17093124,Cuban
17093124,Spanish
16608059,ModernAustralian
16608059,Australian
16605194,Australian
17678243,BarFood
17678043,Mexican
17677978,Seafood
17677978,Southern
17677988,Burger
17677988,Seafood
17677988,Steak
17678231,Asian
17678231,Chinese
17678231,Thai
17677990,Pizza
17677990,Sandwich
17677991,Burger
17677991,BarFood
17677991,Vegetarian
17678307,FastFood
17678307,Seafood
17678276,American
17678283,Mexican
17678222,American
17678222,Southern
17678055,Greek
17678055,Italian
17678326,Mexican
17678229,Japanese
17678229,Sushi
17678097,Italian
17678216,Japanese
17678216,Steak
17678216,Sushi
17678233,Indian
17678233,MiddleEastern
17678148,Mexican
17678291,Southern
17678218,BBQ
17558738,CoffeeandTea
17558738,Mediterranean
16608209,CoffeeandTea
16608209,Tapas
16608209,Australian
16654702,Italian
16654702,Mediterranean
16654702,Pizza
17697444,Indian
17697444,MiddleEastern
17696871,Italian
17696871,Pizza
17696871,Vegetarian
17696891,Desserts
17696901,Chinese
17697384,Asian
17697384,Chinese
17697417,American
17697417,Breakfast
17696918,American
17696918,Italian
17696918,Seafood
17696920,Burger
17696920,Pizza
17696920,Sandwich
17697398,Japanese
17697398,Sushi
17697406,CoffeeandTea
17697406,Desserts
17697406,Beverages
17696941,Sandwich
17696941,Sushi
17696941,Tapas
17696955,American
17696955,BBQ
17696955,Steak
17696957,Pizza
17696957,Sandwich
17697418,Mexican
17697386,American
17697224,Chinese
17697304,Mexican
17697389,American
17697389,BarFood
17697424,Thai
17697332,Japanese
17697332,Steak
17697332,Sushi
17694056,Burger
17694056,Greek
17694056,Sandwich
17559793,Burger
17559793,Seafood
17559793,Steak
16668008,Asian
18212135,American
5704255,American
5701978,Italian
5701978,Pizza
5701729,Turkish
5701729,Arabian
5701729,MiddleEastern
5704168,FastFood
5704168,Burger
18277098,Asian
5701446,Italian
5701446,Pizza
5700052,Thai
5700052,Japanese
5700052,Chinese
5700052,Indonesian
5700052,Vietnamese
5702418,Indian
5702418,NorthIndian
5702418,Mughlai
5702418,Biryani
5700386,Indian
5700386,SouthIndian
5704202,Filipino
5704202,Japanese
5704202,Asian
5701052,American
5701052,Mexican
5701052,Seafood
5704118,Pakistani
5704118,Afghani
5704118,Indian
5704118,Hyderabadi
5701548,Lebanese
5701548,Arabian
5701548,MiddleEastern
18235425,Indian
5702615,Indian
5702615,NorthIndian
5702615,Chinese
5703500,Indian
5703500,NorthIndian
18253896,Indian
5701917,Chinese
5702574,American
5702574,Desserts
202321,Mediterranean
202321,Italian
202321,Thai
202321,European
206488,Indian
206488,Rajasthani
209654,Indian
18340881,Indian
18340881,NorthIndian
18233284,International
18233284,Indian
18269368,Continental
18269368,Indian
18254160,Indian
208939,Indian
208939,Continental
201531,American
201531,Burger
208965,Cafe
208778,FastFood
208778,Burger
209703,Asian
209703,Chinese
18381837,Indian
18381837,NorthIndian
18381837,StreetFood
208850,Indian
210134,Indian
210134,Asian
201044,Seafood
201044,American
201340,American
201340,Desserts
18289126,Cafe
18289126,Burger
202507,American
202507,Mexican
202507,Burger
210139,Goan
210139,Chinese
210139,Indian
210139,NorthIndian
5600424,Indian
5600424,NorthIndian
5600424,SouthIndian
5600424,Chinese
5602751,SouthIndian
5600457,Indian
5600457,Mughlai
5600457,SouthIndian
5600457,Biryani
5600642,Indian
5600642,NorthIndian
5600642,Chinese
18268134,Lebanese
18376208,FastFood
18376208,American
5600959,Pakistani
5600959,Indian
5600103,Pakistani
5600103,Indian
5600103,Mughlai
5602586,Pakistani
5602586,Chinese
5602586,Indian
5602586,Afghani
5600961,FastFood
5600961,Pizza
5600960,Bakery
5600960,Arabian
5600960,MiddleEastern
5601340,Arabian
5601340,MiddleEastern
5600701,African
5600701,Portuguese
5601404,Chinese
5601404,Thai
5600556,American
5600556,Mexican
5602055,Indian
5602055,NorthIndian
5601521,American
5601521,Mexican
5601521,Burger
5602377,Cafe
5602377,Bakery
5602377,Desserts
5602884,FastFood
5602884,Burger
5602942,Cafe
3400025,NorthIndian
3400025,Mughlai
3400341,NorthIndian
3400341,Mughlai
3400005,NorthIndian
3400021,Rajasthani
3400017,NorthIndian
3400017,Chinese
3400017,Mughlai
3400325,NorthIndian
3400325,European
3400059,NorthIndian
3400059,Mughlai
3400060,Mughlai
3400348,Rajasthani
3400348,Gujarati
3400348,Mughlai
3400072,NorthIndian
3400072,Mughlai
3400073,NorthIndian
3400073,Chinese
3400073,Continental
3400019,SouthIndian
3400019,Desserts
3400033,NorthIndian
3400033,Chinese
3400033,Continental
3400033,Mughlai
3400346,Cafe
3400346,NorthIndian
3400346,Chinese
3400350,NorthIndian
3400350,Chinese
3400350,Continental
3400391,Cafe
3400391,Italian
3400391,Mexican
3400391,NorthIndian
3400391,Continental
3400016,NorthIndian
3400016,Mughlai
3400105,Italian
3400105,Pizza
3400326,Chinese
3400326,Italian
3400326,Continental
3400326,NorthIndian
3400392,NorthIndian
3400392,FastFood
111895,Chinese
111895,Italian
111895,NorthIndian
111895,Mexican
111895,Mediterranean
111895,Thai
110502,Continental
110502,Chinese
110502,NorthIndian
18396250,IceCream
18396250,Desserts
18396250,Continental
113702,NorthIndian
113702,Continental
113702,Mexican
113702,Italian
113433,Pizza
113433,Italian
113433,Beverages
113433,Desserts
18438909,Pizza
18438909,Italian
18143128,Cafe
18143128,Continental
18143128,Desserts
18438944,NorthIndian
18438944,Cafe
18438944,Italian
18438944,Mexican
18438944,Continental
110436,NorthIndian
110436,SouthIndian
110436,Asian
110436,Continental
18385201,Desserts
18385201,IceCream
110395,FastFood
110395,StreetFood
110395,SouthIndian
18335583,NorthIndian
18335583,Chinese
18335583,Continental
110237,NorthIndian
110237,Chinese
110237,Continental
110237,Desserts
110237,FastFood
110237,Sandwich
113537,Italian
113537,FastFood
113703,Cafe
113703,Beverages
113703,Desserts
113703,Pizza
18385186,Cafe
18385186,Italian
113325,NorthIndian
113325,Continental
113325,Beverages
113325,Italian
113325,Burger
113325,HealthyFood
113325,Mediterranean
111826,Continental
111826,Italian
111826,Chinese
110516,NorthIndian
110516,Italian
110516,Asian
110516,SouthIndian
18371341,Cafe
18371341,American
18371341,Continental
18371341,Armenian
18371341,FastFood
113570,Continental
2400020,NorthIndian
2400020,SouthIndian
2400020,FastFood
2400148,Cafe
2400148,FastFood
2400019,NorthIndian
2400019,StreetFood
2400019,FastFood
2400193,NorthIndian
2400193,Chinese
2400027,NorthIndian
2400027,Chinese
17960073,NorthIndian
17960073,SouthIndian
17960073,Chinese
2400119,American
2400119,FastFood
2400014,FastFood
2400403,NorthIndian
2400403,Mughlai
2400349,Italian
2400349,Pizza
2400279,FastFood
2400279,American
2400279,Salad
2400279,HealthyFood
2400017,NorthIndian
2400017,Chinese
18317988,NorthIndian
18317988,Chinese
18317988,Italian
2400144,SouthIndian
2400144,Chinese
2400195,Continental
2400195,Italian
2400052,NorthIndian
2400016,NorthIndian
2400016,FastFood
2400293,Desserts
2400293,FastFood
2400009,SouthIndian
2400009,NorthIndian
2400009,Chinese
2400009,Continental
2400010,Mughlai
2400010,NorthIndian
2400010,Chinese
2200011,NorthIndian
2200011,Chinese
2200078,NorthIndian
18204507,Beverages
2200030,NorthIndian
2200030,Mughlai
2200201,StreetFood
2200067,NorthIndian
2200358,Cafe
2200358,Bakery
2200358,FastFood
2200001,NorthIndian
2200001,Mughlai
2200001,Chinese
2200033,FastFood
2200033,Italian
2200283,NorthIndian
2200283,Chinese
2200045,NorthIndian
2200045,StreetFood
2200149,NorthIndian
2200149,SouthIndian
2200149,Chinese
2200149,FastFood
2200043,NorthIndian
2200043,FastFood
2200044,NorthIndian
2200044,FastFood
2200132,NorthIndian
2200236,NorthIndian
2200175,Mithai
2200000,NorthIndian
2200055,NorthIndian
2200034,NorthIndian
2200153,FastFood
2500023,NorthIndian
2500023,Chinese
2500023,Continental
2500023,Italian
2500076,Italian
2500076,Continental
2500076,Chinese
2500076,NorthIndian
2500054,NorthIndian
2500054,Chinese
2500134,Pizza
2500069,NorthIndian
2500069,SouthIndian
2500256,SouthIndian
2500256,NorthIndian
2500256,Chinese
2500256,FastFood
2500024,NorthIndian
2500024,Chinese
2500024,Continental
2500024,Italian
2500024,Mexican
2500075,Italian
2500075,FastFood
2500075,NorthIndian
2500075,Chinese
2500029,NorthIndian
2500079,Continental
2500079,Chinese
2500079,Biryani
2500079,NorthIndian
2500343,Juices
2500343,Desserts
2500052,SouthIndian
2500052,Chinese
2500052,NorthIndian
2500062,Mughlai
2500062,Biryani
2500056,Maharashtrian
2500030,NorthIndian
2500390,Cafe
2500390,Mughlai
2500390,NorthIndian
2500007,Mughlai
2500123,NorthIndian
2500123,Mughlai
2500122,NorthIndian
2500122,Chinese
2500122,SouthIndian
2500122,FastFood
2500346,NorthIndian
2500346,Hyderabadi
50943,NorthIndian
50943,Mughlai
58268,Asian
51705,Italian
51705,American
51705,Pizza
18162866,European
18162866,Continental
18407918,ModernIndian
56464,Bakery
56464,Desserts
56464,Cafe
18221572,Pizza
18221572,Cafe
18221572,Italian
18359919,Pizza
18359919,Cafe
18359919,Italian
18439634,Continental
18439634,American
18439634,Italian
18439634,NorthIndian
18439634,Chinese
18439634,Cafe
51040,American
51040,Burger
51040,Cafe
54162,NorthIndian
54162,European
54162,Mediterranean
18305628,NorthIndian
18305628,Chinese
18305628,Italian
18305628,StreetFood
18305628,Desserts
18385443,Continental
18385443,American
56618,European
56618,Mediterranean
56618,NorthIndian
18353121,Asian
