restaurantID,restaurantName,address,Average Cost for two,hasTableBooking,HasOnlineDelivery,isDeliveringNow,switchToOrderMenu,aggregateRating,votes
17294300,Boll Weevil Cafe,10 9th St- Augusta- GA 30901,10,No,No,No,No,3.9,372
17295215,Farmhaus Burger,1204 Broad St- Augusta- GA 30901,25,No,No,No,No,3.9,201
17295028,Manuel's Bread Cafe,505 Railroad Ave- North Augusta- GA 29841,40,No,No,No,No,3.8,332
17294642,Sconyers Bar B Que,2250 Sconyers Way- Augusta- GA 30906,25,No,No,No,No,3.5,304
17295109,Frog Hollow Tavern,1282 broad street- Augusta- GA 30901,40,No,No,No,No,4.3,368
17294441,Giuseppe's Pizza & Italian Specialities,3690 Wheeler Rd- Augusta- GA 30909,25,No,No,No,No,4.1,430
17294552,Mellow Mushroom,1167 Broad St- Augusta- GA 30901,25,No,No,No,No,4.4,433
17294565,Nacho Mamas Burritos,976 Broad St- Augusta- GA 30901,10,No,No,No,No,4,380
17294623,Rhinehart's Oyster Bar,3051 Washington Rd- Augusta- GA 30907,25,No,No,No,No,4,456
17294712,Takosushi,437 Highland Ave- Augusta- GA 30909,40,No,No,No,No,4.2,647
17295033,The Chop House,Augusta Mall- Augusta- GA 30909,40,No,No,No,No,4,360
17295069,The Taj of India,502 Furys Ferry Rd- Augusta- GA 30907,25,No,No,No,No,4,227
17294261,Augsburg Haus,4460 Washington Road- Evans- GA 30809,25,No,No,No,No,3.9,290
17295115,Pho Bac,4300 Towne Centre- Evans- GA 30809,10,No,No,No,No,4.1,270
17294836,Rhinehart's Oyster Bar,303 North Bel Air Rd- Evans- GA 30809,25,No,No,No,No,4,326
17294850,Thai Kitchen,4357 Washington Road- Evans- GA 30809,35,No,No,No,No,4.3,317
17294883,El Kiosco Mexican Restaurant,5174 Wrightsboro Rd- Grovetown- GA 30813,10,No,No,No,No,4.2,300
16608864,Taste of Balingup,63 South Western Hwy- Balingup- WA,20,No,No,No,No,3.2,21
16604911,Bridge Road Brewers,Old Coach House 50 Ford St- Beechworth- Beechworth- VIC,20,No,No,No,No,4.6,237
17303465,Bardenay,610 W Grove St- Boise- ID 83702,25,No,No,No,No,4.5,879
17303642,Flatbread Neapolitan Pizzeria,800 W Main Suite 230- Boise- ID 83702,25,No,No,No,No,4.6,615
17303670,Goldy's Breakfast Bistro,108 S Capitol Blvd- Boise- ID 83702,25,No,No,No,No,4.5,879
17303545,Chandlers Steakhouse,981 W Grove St- Boise- ID 83702,70,No,No,No,No,3.9,379
17303655,Bar Gernika Basque Pub & Eatery,202 S Capitol Blvd- Boise- ID 83702,10,No,No,No,No,4.3,303
17304691,Barbacoa Restaurant,276 Bobwhite Ct- Boise- ID 83706,70,No,No,No,No,4.1,538
17303478,Big Jud's,1289 Protest Rd- Boise- ID 83706,10,No,No,No,No,4.2,334
17303480,Bittercreek Ale House,246 N 8th St- Boise- ID 83702,25,No,No,No,No,4.3,555
17304733,Boise Fry Company,204 N Capitol Blvd- Boise- ID 83702,10,No,No,No,No,4.4,823
17303646,Flying Pie Pizzaria,6508 W Fairview Ave- Boise- ID 83704,25,No,No,No,No,4.1,550
17304929,Fork,199 N 8th St- Boise- ID 83702,25,No,No,No,No,4.4,650
17303684,Guido's Original New York Style Pizza,235 N 5th St- Boise- ID 83702,10,No,No,No,No,4.3,410
17303772,Los Beto's,5220 W Fairview Ave- Boise- ID 83706,10,No,No,No,No,4.4,660
17305123,Lucianos Italian Restaurant,11 N Orchard St- Boise- ID 83706,25,No,No,No,No,4.4,360
17303787,Mai Thai Restaurant,750 W Idaho St- Boise- ID 83702,40,No,No,No,No,4,340
17303990,Shige Japanese Cuisine,100 N 8th St- Boise- ID 83702,25,No,No,No,No,4.1,393
17304741,The Egg Factory,8061 W Fairview Ave- Boise- ID 83704,10,No,No,No,No,4.3,422
17304726,Tucanos,1388 S Entertainment Ave- Boise- ID 83709,40,No,No,No,No,4,435
17304486,Texas Roadhouse,3801 E Fairview Avenue- Meridian- Boise- ID 83642,25,No,No,No,No,4,369
17304533,Brick 29,320 11th Avenue S- Nampa- ID 83651,40,No,No,No,No,4.4,487
17316233,Winifreds,3847 1st Ave SE- Cedar Rapids- IA 52402,40,No,No,No,No,3.7,98
17315883,Biaggi's Ristorante Italiano,320 Collins Rd NE- Cedar Rapids- IA 52402,40,No,No,No,No,4.1,365
17315995,El Super Burrito,3300 Johnson Ave NW- Cedar Rapids- IA 52405,10,No,No,No,No,4.1,190
17316018,Granite City Food & Brewery,4755 1st Ave SE- Cedar Rapids- IA 52402,40,No,No,No,No,4.1,429
17316038,Irish Democrat,3207 1st Ave SE- Cedar Rapids- IA 52402,25,No,No,No,No,4.4,430
17316771,Taste of India,1060 Old Marion Rd NE- Cedar Rapids- IA 52402,25,No,No,No,No,4.2,186
17316201,Thai Moon Restaurant,4362 16th Ave SW- Cedar Rapids- IA 52404,10,No,No,No,No,4.2,220
17316208,Ting's Red Lantern,540 Boyson Rd NE- Cedar Rapids- IA 52402,10,No,No,No,No,4.2,347
17316389,Monica's,303 2nd Street- Coralville- IA 52241,25,No,No,No,No,3.8,161
17316278,Exotic India,102 2nd Ave- Coralville- IA 52241,25,No,No,No,No,4.1,160
17316744,Shorts Burger and Shine,18 S Clinton St- Iowa City- IA 52240,10,No,No,No,No,4.9,820
17316751,The Hamburg Inn No. 2 Inc.,214 N Linn St- Iowa City- IA 52245,10,No,No,No,No,4.5,488
17316766,Bluebird Diner,330 E Market St- Iowa City- IA 52245,25,No,No,No,No,3.6,253
17316743,Graze,115 East College St- Iowa City- IA 52240,40,No,No,No,No,3.8,220
17316374,A & A Pagliai's Pizza,302 E Bloomington St- Iowa City- IA 52245,25,No,No,No,No,4.3,485
17316381,Atlas World Grill,127 Iowa Ave- Iowa City- IA 52240,40,No,No,No,No,4.3,428
17316802,BlackStone,503 Westbury Dr Ste 1- Iowa City- IA 52245,25,No,No,No,No,4.1,294
17316416,Devotay,117 N Linn St- Iowa City- IA 52245,40,No,No,No,No,4,380
17316449,Jimmy Jack's Rib Shack,1940 Lower Muscatine Rd- Iowa City- IA 52240,25,No,No,No,No,4.2,259
17316603,Zoeys Pizzeria,690 10th St- Marion- IA 52302,25,No,No,No,No,4.7,433
16659169,Tokyo Sushi,150 Richmond St- Chatham-Kent- ON N7M2V2,25,No,No,No,No,3.7,176
17558684,Berry Patch Restaurant,49289 Us-30- Westport- OR 97016,10,No,No,No,No,4.3,96
18366580,Sakura Sushi & Grill,130 Quarry Street- Unit 20- Cochrane- AB T4C 0W5,25,No,No,No,No,3.1,6
17330755,Uptown Vietnam cuisine,1250 Broadway- Columbus- GA 31901,10,No,No,No,No,3.3,33
17330611,Cafe Le Rue @ The Landings,2523 Airport Thruway- Columbus- GA 31904,25,No,No,No,No,4.6,489
17330609,Mark's City Grille,7160 moon road- Columbus- GA 31909,25,No,No,No,No,4.5,345
17330024,B Merrell's,7600 Veterans Pkwy- Columbus- GA 31909,25,No,No,No,No,3.8,149
17330074,Cannon Brewpub,1041 Broadway- Columbus- GA 31901,25,No,No,No,No,3.9,330
17330185,Fuji Japanese Steak House,6499 Veterans Pkwy- Columbus- GA 31909,40,No,No,No,No,3.9,247
17330397,Ruth Ann's Family Restaurant,941 Veterans Parkway- Columbus- GA 31901,10,No,No,No,No,3.7,123
17330735,Samurai Japanese Cuisine & Sushi Bar,1009 Broadway- Columbus- GA 31901,40,No,No,No,No,3.6,109
17330676,Wasabi Sushi and Thai,1639 Bradley Park Dr- Columbus- GA 31904,40,No,No,No,No,3.7,134
17330048,Buckhead Bar and Grill,5010 Armour Rd- Columbus- GA 31904,40,No,No,No,No,4.2,722
17330604,Burt's Butcher Shoppe and Eatery,2932 Warm Springs Rd- Columbus- GA 31909,25,No,No,No,No,4.3,213
17330087,Chef Lee's Peking Restaurant,6100 Bradley Park Dr- Columbus- GA 31904,25,No,No,No,No,4,335
17330137,Country's Barbecue,3137 Mercury Dr- Columbus- GA 31906,25,No,No,No,No,4,353
17330155,Deorio's,3201 Macon Rd Ste 167- Columbus- GA 31906,0,No,No,No,No,4,170
17330309,Mellow Mushroom,6100 Veterans Pkwy- Columbus- GA 31909,25,No,No,No,No,4.1,192
17330311,Meritage,1039 1st Ave- Columbus- GA 31901,40,No,No,No,No,4.1,302
17330615,Mongo The Mongolian Fire Pit,7830 - E Veterans Pkwy- Columbus- GA 31909,10,No,No,No,No,4.2,355
17330638,The Black Cow,115 A 12th St- Columbus- GA 31901,25,No,No,No,No,4.3,287
17330628,Wood Stone,5739 Whitesville Rd- Columbus- GA 31904,40,No,No,No,No,4,264
17330546,Hunter's Pub,11269 GA Hwy 219- Hamilton- GA 31811,40,No,No,No,No,4.4,235
16643459,Consort Restaurant,4931 50th Street- Consort- AB T0C 1B0,25,No,No,No,No,3,6
17334434,Thatcher's Barbeque and Grill,1214 N Wall St- Calhoun- GA 30701,25,No,No,No,No,3.7,38
17334348,Christian and Jake's Bistro,555 Georgia Hwy 53- Calhoun- GA 30701,10,No,No,No,No,4.4,122
17334213,Dub's High on the Hog,349 S Wall St- Calhoun- GA 30701,25,No,No,No,No,4.4,207
17334355,Sierra's Mexican Restaurant,500 S. 3rd Avenue- Chatsworth- GA 30705,10,No,No,No,No,3.9,66
17334212,Oakwood Cafe,201 West Cuyler Street- Dalton- GA 30720,10,No,No,No,No,4.9,249
17333797,Chili's Grill & Bar,881 College Dr- Dalton- GA 30720,25,No,No,No,No,3.8,63
17334217,Fuji Japanese Steakhouse,1321 W Walnut Ave- Dalton- GA 30720,40,No,No,No,No,3.8,145
17334273,Las Palmas,1331 W Walnut Ave- Dalton- GA 30720,10,No,No,No,No,3.8,83
17334254,Tony's Italian Restaurant & Pizza,933 Market St- Dalton- GA 30720,25,No,No,No,No,3.7,116
17333836,Filling Station,316 N Hamilton St- Dalton- GA 30720,10,No,No,No,No,4.1,122
17334197,Five Guys Burgers and Fries,1303 W. Walnut Ave.- Dalton- GA 30720,10,No,No,No,No,4.1,142
17333882,Los Pablos,1513 W Walnut Ave Ste 6- Dalton- GA 30720,10,No,No,No,No,4.1,114
17334211,Kobe Hibachi & Sushi,2603 Battlefield Pkwy- Fort Oglethorpe- GA 30742,25,No,No,No,No,4.6,214
17334390,Soho Hibachi,1014 Battlefield Parkway- Fort Oglethorpe- GA 30742,10,No,No,No,No,4.3,116
17334034,Thai Garden,685 Battlefield Pkwy- Fort Oglethorpe- GA 30742,25,No,No,No,No,4.2,111
17334414,Southern Bliss Bakery,300 W Patton St.- Lafayette- GA 30728,10,No,No,No,No,3.7,25
17334082,Bailey's Bar-B-Que,5540 Highway 41- Ringgold- GA 30736,10,No,No,No,No,4.1,128
17334364,Farm To Fork,118 Remco Shops Lane- Ringgold- GA 30736,10,No,No,No,No,4.3,244
17334398,Home Plate Grill,7807 Nashville St- Ringgold- GA 30736,10,No,No,No,No,4.2,112
17334219,Pie Slingers Pizzeria,56A Fieldstone Village Drive- Rock Spring- GA 30739,10,No,No,No,No,4.1,144
17335173,Olive Tree Cafe,2513 53rd Avenue- Bettendorf- IA 52722,25,No,No,No,No,4.6,166
17335195,Red Ginger Sushi- Grill & Bar,793 Middle Rd- Bettendorf- IA 52722,40,No,No,No,No,4.5,208
17335225,Crust Stone Oven Pizza,2561 E 53rd Ave- Bettendorf- IA 52722,25,No,No,No,No,3.9,136
17335219,Jimmy's Pancake House,2521 - 18th St.- Bettendorf- IA 52722,10,No,No,No,No,4,85
17334965,Trattoria Tiramisu,1804 State St- Bettendorf- IA 52722,25,No,No,No,No,4.1,117
17335189,Prairie Grille at SteepleGate Inn,100 W 76th St- Davenport- IA 52806,25,No,No,No,No,3.4,53
17335156,Tantra Asian Bistro,589 East 53rd St- Davenport- IA 52807,25,No,No,No,No,4.9,474
17334717,Chick-fil-A,320 W Kimberly Rd- Davenport- IA 52806,10,No,No,No,No,3.9,125
17334752,Duck City Bistro,115 E 3rd St- Davenport- IA 52801,70,No,No,No,No,3.7,201
18453427,Frick's Tap,1402 W 3rd Street- IA 52802,25,No,No,No,No,0,2
17793744,Los Agaves,4882 Utica Ridge Rd- Davenport- IA 52807,25,No,No,No,No,0,3
17334679,Azteca,4811 N Brady St Ste 3- Davenport- IA 52806,0,No,No,No,No,4.3,167
17334718,China Cafe,3018 E 53rd St- Davenport- IA 52807,25,No,No,No,No,4,112
